hs6,hs_section_name
848071,Machinery and mechanical appliances
848079,Machinery and mechanical appliances
848110,Machinery and mechanical appliances
848120,Machinery and mechanical appliances
848130,Machinery and mechanical appliances
848140,Machinery and mechanical appliances
848180,Machinery and mechanical appliances
848190,Machinery and mechanical appliances
848210,Machinery and mechanical appliances
848220,Machinery and mechanical appliances
848230,Machinery and mechanical appliances
848240,Machinery and mechanical appliances
848250,Machinery and mechanical appliances
848280,Machinery and mechanical appliances
848291,Machinery and mechanical appliances
848299,Machinery and mechanical appliances
848310,Machinery and mechanical appliances
848320,Machinery and mechanical appliances
848330,Machinery and mechanical appliances
848340,Machinery and mechanical appliances
848350,Machinery and mechanical appliances
848360,Machinery and mechanical appliances
848390,Machinery and mechanical appliances
848410,Machinery and mechanical appliances
848490,Machinery and mechanical appliances
848510,Machinery and mechanical appliances
848590,Machinery and mechanical appliances
850110,Machinery and mechanical appliances
850120,Machinery and mechanical appliances
850131,Machinery and mechanical appliances
850132,Machinery and mechanical appliances
850133,Machinery and mechanical appliances
850134,Machinery and mechanical appliances
850140,Machinery and mechanical appliances
850151,Machinery and mechanical appliances
850152,Machinery and mechanical appliances
850153,Machinery and mechanical appliances
850161,Machinery and mechanical appliances
850162,Machinery and mechanical appliances
850163,Machinery and mechanical appliances
850164,Machinery and mechanical appliances
850211,Machinery and mechanical appliances
850212,Machinery and mechanical appliances
850213,Machinery and mechanical appliances
850220,Machinery and mechanical appliances
850230,Machinery and mechanical appliances
850240,Machinery and mechanical appliances
850300,Machinery and mechanical appliances
850410,Machinery and mechanical appliances
850421,Machinery and mechanical appliances
850422,Machinery and mechanical appliances
850423,Machinery and mechanical appliances
850431,Machinery and mechanical appliances
850432,Machinery and mechanical appliances
850433,Machinery and mechanical appliances
850434,Machinery and mechanical appliances
850440,Machinery and mechanical appliances
850450,Machinery and mechanical appliances
850490,Machinery and mechanical appliances
850511,Machinery and mechanical appliances
850519,Machinery and mechanical appliances
850520,Machinery and mechanical appliances
850590,Machinery and mechanical appliances
850611,Machinery and mechanical appliances
850613,Machinery and mechanical appliances
850619,Machinery and mechanical appliances
850690,Machinery and mechanical appliances
850710,Machinery and mechanical appliances
850720,Machinery and mechanical appliances
850730,Machinery and mechanical appliances
850740,Machinery and mechanical appliances
850780,Machinery and mechanical appliances
850790,Machinery and mechanical appliances
850810,Machinery and mechanical appliances
850820,Machinery and mechanical appliances
850880,Machinery and mechanical appliances
850910,Machinery and mechanical appliances
850940,Machinery and mechanical appliances
850980,Machinery and mechanical appliances
850990,Machinery and mechanical appliances
851010,Machinery and mechanical appliances
851020,Machinery and mechanical appliances
851090,Machinery and mechanical appliances
851110,Machinery and mechanical appliances
851120,Machinery and mechanical appliances
851130,Machinery and mechanical appliances
851140,Machinery and mechanical appliances
851150,Machinery and mechanical appliances
851180,Machinery and mechanical appliances
851190,Machinery and mechanical appliances
851210,Machinery and mechanical appliances
851220,Machinery and mechanical appliances
851230,Machinery and mechanical appliances
851240,Machinery and mechanical appliances
851290,Machinery and mechanical appliances
851310,Machinery and mechanical appliances
851390,Machinery and mechanical appliances
851410,Machinery and mechanical appliances
851420,Machinery and mechanical appliances
851430,Machinery and mechanical appliances
851440,Machinery and mechanical appliances
851490,Machinery and mechanical appliances
851511,Machinery and mechanical appliances
851519,Machinery and mechanical appliances
851521,Machinery and mechanical appliances
851529,Machinery and mechanical appliances
851531,Machinery and mechanical appliances
851539,Machinery and mechanical appliances
851580,Machinery and mechanical appliances
851590,Machinery and mechanical appliances
851610,Machinery and mechanical appliances
851621,Machinery and mechanical appliances
851629,Machinery and mechanical appliances
851631,Machinery and mechanical appliances
851632,Machinery and mechanical appliances
851633,Machinery and mechanical appliances
851640,Machinery and mechanical appliances
851650,Machinery and mechanical appliances
851660,Machinery and mechanical appliances
851671,Machinery and mechanical appliances
851672,Machinery and mechanical appliances
851679,Machinery and mechanical appliances
851680,Machinery and mechanical appliances
851690,Machinery and mechanical appliances
851710,Machinery and mechanical appliances
851790,Machinery and mechanical appliances
851810,Machinery and mechanical appliances
851821,Machinery and mechanical appliances
851822,Machinery and mechanical appliances
851829,Machinery and mechanical appliances
851830,Machinery and mechanical appliances
851840,Machinery and mechanical appliances
851850,Machinery and mechanical appliances
851890,Machinery and mechanical appliances
851939,Machinery and mechanical appliances
852110,Machinery and mechanical appliances
852190,Machinery and mechanical appliances
852210,Machinery and mechanical appliances
852290,Machinery and mechanical appliances
852313,Machinery and mechanical appliances
852390,Machinery and mechanical appliances
852510,Machinery and mechanical appliances
852520,Machinery and mechanical appliances
852610,Machinery and mechanical appliances
852691,Machinery and mechanical appliances
852692,Machinery and mechanical appliances
852711,Machinery and mechanical appliances
852719,Machinery and mechanical appliances
852721,Machinery and mechanical appliances
852729,Machinery and mechanical appliances
852731,Machinery and mechanical appliances
852732,Machinery and mechanical appliances
852739,Machinery and mechanical appliances
852810,Machinery and mechanical appliances
852910,Machinery and mechanical appliances
852990,Machinery and mechanical appliances
853010,Machinery and mechanical appliances
853080,Machinery and mechanical appliances
853090,Machinery and mechanical appliances
853110,Machinery and mechanical appliances
853120,Machinery and mechanical appliances
853180,Machinery and mechanical appliances
853190,Machinery and mechanical appliances
853210,Machinery and mechanical appliances
853221,Machinery and mechanical appliances
853222,Machinery and mechanical appliances
853223,Machinery and mechanical appliances
853224,Machinery and mechanical appliances
853225,Machinery and mechanical appliances
853229,Machinery and mechanical appliances
853230,Machinery and mechanical appliances
853290,Machinery and mechanical appliances
853310,Machinery and mechanical appliances
853321,Machinery and mechanical appliances
853329,Machinery and mechanical appliances
853331,Machinery and mechanical appliances
853339,Machinery and mechanical appliances
853340,Machinery and mechanical appliances
853390,Machinery and mechanical appliances
853400,Machinery and mechanical appliances
853510,Machinery and mechanical appliances
853521,Machinery and mechanical appliances
853529,Machinery and mechanical appliances
853530,Machinery and mechanical appliances
853540,Machinery and mechanical appliances
853590,Machinery and mechanical appliances
853610,Machinery and mechanical appliances
853620,Machinery and mechanical appliances
853630,Machinery and mechanical appliances
853641,Machinery and mechanical appliances
853649,Machinery and mechanical appliances
853650,Machinery and mechanical appliances
853661,Machinery and mechanical appliances
853669,Machinery and mechanical appliances
853690,Machinery and mechanical appliances
853710,Machinery and mechanical appliances
853720,Machinery and mechanical appliances
853810,Machinery and mechanical appliances
853890,Machinery and mechanical appliances
853910,Machinery and mechanical appliances
853921,Machinery and mechanical appliances
853922,Machinery and mechanical appliances
853929,Machinery and mechanical appliances
853931,Machinery and mechanical appliances
853939,Machinery and mechanical appliances
853940,Machinery and mechanical appliances
853990,Machinery and mechanical appliances
854020,Machinery and mechanical appliances
854030,Machinery and mechanical appliances
854041,Machinery and mechanical appliances
854081,Machinery and mechanical appliances
854089,Machinery and mechanical appliances
854099,Machinery and mechanical appliances
854110,Machinery and mechanical appliances
854121,Machinery and mechanical appliances
854129,Machinery and mechanical appliances
854130,Machinery and mechanical appliances
854140,Machinery and mechanical appliances
854150,Machinery and mechanical appliances
854160,Machinery and mechanical appliances
854190,Machinery and mechanical appliances
854211,Machinery and mechanical appliances
854290,Machinery and mechanical appliances
854320,Machinery and mechanical appliances
854330,Machinery and mechanical appliances
854380,Machinery and mechanical appliances
854390,Machinery and mechanical appliances
854411,Machinery and mechanical appliances
854419,Machinery and mechanical appliances
854420,Machinery and mechanical appliances
854430,Machinery and mechanical appliances
854441,Machinery and mechanical appliances
854449,Machinery and mechanical appliances
854460,Machinery and mechanical appliances
854470,Machinery and mechanical appliances
854511,Machinery and mechanical appliances
854519,Machinery and mechanical appliances
854520,Machinery and mechanical appliances
854590,Machinery and mechanical appliances
854610,Machinery and mechanical appliances
854620,Machinery and mechanical appliances
854690,Machinery and mechanical appliances
854710,Machinery and mechanical appliances
854720,Machinery and mechanical appliances
854790,Machinery and mechanical appliances
854800,Machinery and mechanical appliances
860210,Vehicles and aircraft
860310,Vehicles and aircraft
860630,Vehicles and aircraft
860699,Vehicles and aircraft
860711,Vehicles and aircraft
860712,Vehicles and aircraft
860719,Vehicles and aircraft
860721,Vehicles and aircraft
860729,Vehicles and aircraft
860730,Vehicles and aircraft
860791,Vehicles and aircraft
860799,Vehicles and aircraft
860800,Vehicles and aircraft
860900,Vehicles and aircraft
870120,Vehicles and aircraft
870130,Vehicles and aircraft
870190,Vehicles and aircraft
870210,Vehicles and aircraft
870290,Vehicles and aircraft
870310,Vehicles and aircraft
870321,Vehicles and aircraft
870322,Vehicles and aircraft
870323,Vehicles and aircraft
870324,Vehicles and aircraft
870331,Vehicles and aircraft
870332,Vehicles and aircraft
870390,Vehicles and aircraft
870410,Vehicles and aircraft
870421,Vehicles and aircraft
870422,Vehicles and aircraft
870431,Vehicles and aircraft
870490,Vehicles and aircraft
870510,Vehicles and aircraft
870520,Vehicles and aircraft
870590,Vehicles and aircraft
870600,Vehicles and aircraft
870710,Vehicles and aircraft
870790,Vehicles and aircraft
870810,Vehicles and aircraft
870821,Vehicles and aircraft
870829,Vehicles and aircraft
870839,Vehicles and aircraft
870840,Vehicles and aircraft
870850,Vehicles and aircraft
870870,Vehicles and aircraft
870880,Vehicles and aircraft
870891,Vehicles and aircraft
870892,Vehicles and aircraft
870893,Vehicles and aircraft
870894,Vehicles and aircraft
870899,Vehicles and aircraft
870911,Vehicles and aircraft
870919,Vehicles and aircraft
870990,Vehicles and aircraft
871000,Vehicles and aircraft
871120,Vehicles and aircraft
871140,Vehicles and aircraft
871150,Vehicles and aircraft
871190,Vehicles and aircraft
871200,Vehicles and aircraft
871310,Vehicles and aircraft
871419,Vehicles and aircraft
871420,Vehicles and aircraft
871491,Vehicles and aircraft
871492,Vehicles and aircraft
871493,Vehicles and aircraft
871494,Vehicles and aircraft
871495,Vehicles and aircraft
871496,Vehicles and aircraft
871499,Vehicles and aircraft
871500,Vehicles and aircraft
871610,Vehicles and aircraft
871620,Vehicles and aircraft
871631,Vehicles and aircraft
871639,Vehicles and aircraft
871640,Vehicles and aircraft
871680,Vehicles and aircraft
871690,Vehicles and aircraft
880190,Vehicles and aircraft
880211,Vehicles and aircraft
880220,Vehicles and aircraft
880310,Vehicles and aircraft
880320,Vehicles and aircraft
880330,Vehicles and aircraft
880390,Vehicles and aircraft
880400,Vehicles and aircraft
880510,Vehicles and aircraft
880520,Vehicles and aircraft
890190,Vehicles and aircraft
890200,Vehicles and aircraft
890310,Vehicles and aircraft
890392,Vehicles and aircraft
890399,Vehicles and aircraft
890510,Vehicles and aircraft
890590,Vehicles and aircraft
890600,Vehicles and aircraft
890710,Vehicles and aircraft
890790,Vehicles and aircraft
900110,"Optical, photographic, instruments"
900120,"Optical, photographic, instruments"
900130,"Optical, photographic, instruments"
900140,"Optical, photographic, instruments"
900150,"Optical, photographic, instruments"
900190,"Optical, photographic, instruments"
900211,"Optical, photographic, instruments"
900219,"Optical, photographic, instruments"
900220,"Optical, photographic, instruments"
900290,"Optical, photographic, instruments"
900311,"Optical, photographic, instruments"
900319,"Optical, photographic, instruments"
900390,"Optical, photographic, instruments"
900410,"Optical, photographic, instruments"
900490,"Optical, photographic, instruments"
900510,"Optical, photographic, instruments"
900580,"Optical, photographic, instruments"
900590,"Optical, photographic, instruments"
900630,"Optical, photographic, instruments"
900659,"Optical, photographic, instruments"
900669,"Optical, photographic, instruments"
900691,"Optical, photographic, instruments"
900699,"Optical, photographic, instruments"
900719,"Optical, photographic, instruments"
900729,"Optical, photographic, instruments"
900791,"Optical, photographic, instruments"
900830,"Optical, photographic, instruments"
900890,"Optical, photographic, instruments"
900912,"Optical, photographic, instruments"
901020,"Optical, photographic, instruments"
901030,"Optical, photographic, instruments"
901090,"Optical, photographic, instruments"
901110,"Optical, photographic, instruments"
901120,"Optical, photographic, instruments"
901180,"Optical, photographic, instruments"
901190,"Optical, photographic, instruments"
901290,"Optical, photographic, instruments"
901310,"Optical, photographic, instruments"
901320,"Optical, photographic, instruments"
901380,"Optical, photographic, instruments"
901390,"Optical, photographic, instruments"
901410,"Optical, photographic, instruments"
901420,"Optical, photographic, instruments"
901480,"Optical, photographic, instruments"
901490,"Optical, photographic, instruments"
901510,"Optical, photographic, instruments"
901520,"Optical, photographic, instruments"
901530,"Optical, photographic, instruments"
901540,"Optical, photographic, instruments"
901580,"Optical, photographic, instruments"
901590,"Optical, photographic, instruments"
901600,"Optical, photographic, instruments"
901710,"Optical, photographic, instruments"
901720,"Optical, photographic, instruments"
901730,"Optical, photographic, instruments"
901780,"Optical, photographic, instruments"
901790,"Optical, photographic, instruments"
901811,"Optical, photographic, instruments"
901819,"Optical, photographic, instruments"
901820,"Optical, photographic, instruments"
901831,"Optical, photographic, instruments"
901832,"Optical, photographic, instruments"
901839,"Optical, photographic, instruments"
901841,"Optical, photographic, instruments"
901849,"Optical, photographic, instruments"
901850,"Optical, photographic, instruments"
901890,"Optical, photographic, instruments"
901910,"Optical, photographic, instruments"
901920,"Optical, photographic, instruments"
902000,"Optical, photographic, instruments"
902111,"Optical, photographic, instruments"
902119,"Optical, photographic, instruments"
902121,"Optical, photographic, instruments"
902129,"Optical, photographic, instruments"
902130,"Optical, photographic, instruments"
902140,"Optical, photographic, instruments"
902150,"Optical, photographic, instruments"
902190,"Optical, photographic, instruments"
902211,"Optical, photographic, instruments"
902219,"Optical, photographic, instruments"
902221,"Optical, photographic, instruments"
902229,"Optical, photographic, instruments"
902230,"Optical, photographic, instruments"
902290,"Optical, photographic, instruments"
902300,"Optical, photographic, instruments"
902410,"Optical, photographic, instruments"
902480,"Optical, photographic, instruments"
902490,"Optical, photographic, instruments"
902511,"Optical, photographic, instruments"
902519,"Optical, photographic, instruments"
902580,"Optical, photographic, instruments"
902590,"Optical, photographic, instruments"
902610,"Optical, photographic, instruments"
902620,"Optical, photographic, instruments"
902680,"Optical, photographic, instruments"
902690,"Optical, photographic, instruments"
902710,"Optical, photographic, instruments"
902720,"Optical, photographic, instruments"
902730,"Optical, photographic, instruments"
902750,"Optical, photographic, instruments"
902780,"Optical, photographic, instruments"
902790,"Optical, photographic, instruments"
902810,"Optical, photographic, instruments"
902820,"Optical, photographic, instruments"
902830,"Optical, photographic, instruments"
902890,"Optical, photographic, instruments"
902910,"Optical, photographic, instruments"
902920,"Optical, photographic, instruments"
902990,"Optical, photographic, instruments"
903010,"Optical, photographic, instruments"
903020,"Optical, photographic, instruments"
903031,"Optical, photographic, instruments"
903039,"Optical, photographic, instruments"
903040,"Optical, photographic, instruments"
903081,"Optical, photographic, instruments"
903089,"Optical, photographic, instruments"
903090,"Optical, photographic, instruments"
903110,"Optical, photographic, instruments"
903120,"Optical, photographic, instruments"
903140,"Optical, photographic, instruments"
903180,"Optical, photographic, instruments"
903190,"Optical, photographic, instruments"
903210,"Optical, photographic, instruments"
903220,"Optical, photographic, instruments"
903281,"Optical, photographic, instruments"
903289,"Optical, photographic, instruments"
903290,"Optical, photographic, instruments"
903300,"Optical, photographic, instruments"
910121,"Optical, photographic, instruments"
910211,"Optical, photographic, instruments"
910212,"Optical, photographic, instruments"
910221,"Optical, photographic, instruments"
910229,"Optical, photographic, instruments"
910400,"Optical, photographic, instruments"
910511,"Optical, photographic, instruments"
910521,"Optical, photographic, instruments"
910529,"Optical, photographic, instruments"
910591,"Optical, photographic, instruments"
910599,"Optical, photographic, instruments"
910610,"Optical, photographic, instruments"
910690,"Optical, photographic, instruments"
910700,"Optical, photographic, instruments"
910811,"Optical, photographic, instruments"
910990,"Optical, photographic, instruments"
911090,"Optical, photographic, instruments"
911120,"Optical, photographic, instruments"
911280,"Optical, photographic, instruments"
911290,"Optical, photographic, instruments"
911310,"Optical, photographic, instruments"
911320,"Optical, photographic, instruments"
911390,"Optical, photographic, instruments"
911410,"Optical, photographic, instruments"
911430,"Optical, photographic, instruments"
920120,"Optical, photographic, instruments"
920210,"Optical, photographic, instruments"
920290,"Optical, photographic, instruments"
920590,"Optical, photographic, instruments"
920600,"Optical, photographic, instruments"
920710,"Optical, photographic, instruments"
920790,"Optical, photographic, instruments"
920890,"Optical, photographic, instruments"
920930,"Optical, photographic, instruments"
920992,"Optical, photographic, instruments"
920994,"Optical, photographic, instruments"
920999,"Optical, photographic, instruments"
930400,Arms and ammunition
930510,Arms and ammunition
930529,Arms and ammunition
930590,Arms and ammunition
930630,Arms and ammunition
930690,Arms and ammunition
930700,Arms and ammunition
940110,Misc manufactured articles
940120,Misc manufactured articles
940130,Misc manufactured articles
940140,Misc manufactured articles
940150,Misc manufactured articles
940161,Misc manufactured articles
940169,Misc manufactured articles
940171,Misc manufactured articles
940179,Misc manufactured articles
940180,Misc manufactured articles
940190,Misc manufactured articles
940210,Misc manufactured articles
940290,Misc manufactured articles
940310,Misc manufactured articles
940320,Misc manufactured articles
940330,Misc manufactured articles
940340,Misc manufactured articles
940350,Misc manufactured articles
940360,Misc manufactured articles
940370,Misc manufactured articles
940380,Misc manufactured articles
940390,Misc manufactured articles
940410,Misc manufactured articles
940421,Misc manufactured articles
940429,Misc manufactured articles
940430,Misc manufactured articles
940490,Misc manufactured articles
940510,Misc manufactured articles
940520,Misc manufactured articles
940530,Misc manufactured articles
940540,Misc manufactured articles
940550,Misc manufactured articles
940560,Misc manufactured articles
940591,Misc manufactured articles
940592,Misc manufactured articles
940599,Misc manufactured articles
940600,Misc manufactured articles
950390,Misc manufactured articles
950420,Misc manufactured articles
950430,Misc manufactured articles
950440,Misc manufactured articles
950490,Misc manufactured articles
950510,Misc manufactured articles
950590,Misc manufactured articles
950612,Misc manufactured articles
950629,Misc manufactured articles
950631,Misc manufactured articles
950632,Misc manufactured articles
950639,Misc manufactured articles
950640,Misc manufactured articles
950659,Misc manufactured articles
950661,Misc manufactured articles
950662,Misc manufactured articles
950669,Misc manufactured articles
950670,Misc manufactured articles
950691,Misc manufactured articles
950699,Misc manufactured articles
950710,Misc manufactured articles
950720,Misc manufactured articles
950790,Misc manufactured articles
950800,Misc manufactured articles
960190,Misc manufactured articles
960200,Misc manufactured articles
960310,Misc manufactured articles
960321,Misc manufactured articles
960329,Misc manufactured articles
960330,Misc manufactured articles
960340,Misc manufactured articles
960350,Misc manufactured articles
960390,Misc manufactured articles
960400,Misc manufactured articles
960500,Misc manufactured articles
960610,Misc manufactured articles
960621,Misc manufactured articles
960622,Misc manufactured articles
960629,Misc manufactured articles
960630,Misc manufactured articles
960711,Misc manufactured articles
960719,Misc manufactured articles
960720,Misc manufactured articles
960810,Misc manufactured articles
960820,Misc manufactured articles
960839,Misc manufactured articles
960840,Misc manufactured articles
960850,Misc manufactured articles
960860,Misc manufactured articles
960899,Misc manufactured articles
960910,Misc manufactured articles
960920,Misc manufactured articles
960990,Misc manufactured articles
961000,Misc manufactured articles
961100,Misc manufactured articles
961210,Misc manufactured articles
961220,Misc manufactured articles
961380,Misc manufactured articles
961390,Misc manufactured articles
961490,Misc manufactured articles
961519,Misc manufactured articles
961590,Misc manufactured articles
961610,Misc manufactured articles
961620,Misc manufactured articles
961700,Misc manufactured articles
961800,Misc manufactured articles
